Duration (in seconds),"Context (Medical=1, Recidivism=2)","Transparency Level (N1, O2, T3, S4)","Experimental Group [MN1, MO2, MT3, MS4, RN5, RO6, RT7, RS8)","Validation (1=right, 2= wrong)",Attitudes to AI,Attitudes Qual,AI Understanding,AI Understanding Qual,Fairness,Fairness Qual,Trust,Trust Qual,Negative Responsibility Human,Negative Resposibility AI,Positive Resposibility Human,Positive Resposibility AI,Age,"Education (Less than high school degree = 1, etc�)",Sex,Income,"Political View (Extremly Left 0, Extremly Right 100)",Religion (No religion 0 - Fully religious 100),Ethnicity
217,1,1,1,1,5,I’m unsure. I think it would be good if it can access all the information quickly rather than doctors looking through everything. But it could make mistakes.,0,I don’t understand how it works,1,I don’t know. But I presume it would. I can’t be sure,3,If experts choose to use it yes as I trust them. However I don’t personally know.,5,6,5,5,22,5,2,4,19,0,6
686,1,3,3,1,9,"With the use of AI, the doctor would be able to make better decisions which will be tailored to meet the individual needs of the patients",8,"It makes decisions based on algorithms generated from data which includes gender, food choices and lifestyle",9,AI makes decisions without any emotional sentiments,8,AI doesn't lie,8,3,9,7,37,6,1,11,81,75,1
1219,1,3,3,1,8,The Lead Consultant should use the help of the AI to make decision on which patients should be prioritised to receive treatment first.,8,"The AI followed these procedures: reason for procedure, comorbidities, waiting time, age, sex, BMI, previous health interventions, previous hospitalisation, and current medication.",7,The algorithm of the AI makes it easy for it to make the best decisions.,8,The AI will not do any preferential treatment,5,7,6,9,36,6,1,12,71,92,1
386,1,4,4,1,7,To make decisions easy and faster,2,I dont understand how AI make decisions,7,TRUE,7,I trust AI decisions,4,8,4,8,29,5,2,11,53,49,1
231,1,3,3,1,9,The AI also gives its verdict impartially as it has no feelings towards the individuals patients needs,8,It filters down a variety of different needs the patient may have and gives an overall summary of how long they need to Wilson which is then categorized by urgency  ,10,I believe it’s fair as it is an impartial point of view,10,It is programmed in order to make the best decisions for the hospital,4,4,9,9,24,2,1,5,85,0,6
447,1,4,4,1,5,"I think it all depends on personal circumstances of each patient,  i believe the AL will help narrow it down but once narrowed it should be looked into in more personal detail.",1,I have no idea,5,"I dont believe it to be fair nor unfair, the AL used technology which whilst it helps it can not look deeply enough into patients personally.",5,"Again, i dont think it can fully make the decision,  only help towards a doctor/consultant/surgeon making a final decision.",8,5,5,5,37,2,2,3,50,0,6
435,1,2,2,1,5,"Lead consultant has years worth of experience, AI can be suitably programmed, both can make mistakes  ",4,Algorithm ,8,Driven by facts not emotion ,5,Can malfunction ,10,1,10,1,35,5,2,5,50,50,6
220,1,4,4,2,3,Priorities are more personal than AI can determine,5,Based on lowering wait times overall.,5,Although fair it doesn’t take into account those factors outside scope.,4,In some cases yes.,5,1,2,2,48,2,2,8,15,4,6
685,2,1,5,1,4,I do not trust that AI is capable on making accurate decisions in this scenario because it may lack human empathy,7,It uses historical data supplied to rank candidates ,1,Human being are emotional specimens they are capable of remorse and change at any moment and their decisions do not always reflect their true characters,1,AI only makes decision on what is on the record and cannot read true human intentions,2,8,8,2,27,5,1,2,61,71,1
218,2,3,7,1,5,depends how advanced the AI system is,7,The considered variables are listed so its clear,5,Not enough information ,5,Not sure,1,1,1,1,31,5,1,2,50,50,6
362,2,3,7,1,7,The AI will have all the relevant information within its database and will form an opinion based on data rather than emotions towards the ex-prisioners.,9,AI uses the information it has within its database which has been inputted by the officers based on the records of the individuals and the AI then uses that data to make the final decision,8,AI makes the decisions based upon data rather than emotion.,6,As long as the data has been inputted correctly then the decision can be trusted,5,5,8,8,22,3,2,3,40,0,6
1129,2,2,6,1,7,It should because it uses the latest learning technology,6,It is an inbuilt cognitive system,4,Fair,4,It has latest neural technology,7,4,8,6,35,5,1,6,52,83,1
260,2,2,6,1,7,as it may not always be right,5,unsure,5,not always looking at the bigger picture,5,unsure,2,8,2,10,41,2,1,3,19,8,6
433,2,1,5,1,5,I've no idea how the AI works. Does it understand nuance? Or just numbers? ,1,"I'm assuming it compares data, but I'm not sure",4,I couldn't say. I'm sure it's going to get some things wrong. But admittedly i don't have the most sympathy for what I'll assume are mostly guilty parties,4,"I'd be unhappy if it were deciding my fate, but it's no coincidence that I've never been in that situation",5,5,5,5,40,3,1,8,30,2,7
604,1,1,1,1,8,"Yes, it would save time and be more efficient for the AI to gather all the information of the patients and organise them into a list of priority. However, I have no given a 10 as the consultant should still have a look over the list to look at things not considered by the AI or any malfunctions to double check. For example, someone may have a less serious health issue by a margin but their symptoms maybe more severe and more painful so the consultant should double check the AI's list. ",4,"I understand to some extent. I believe the AI I will consider data such as pain factor, risk to life, age and then create a list. I am not sure how. ",7,"The AI will make decisions in a much more objective manner as there will be no bias involved, however, it may not be able to consider some factors that are not quantifiable but are important none the less. So the decision will be very fair and objective, although some things have to considered by the consultant. ",6,"I do trust the AI to make a list of prioritised patients in order, as long as a consultant goes through the list to make sure the patients do not have anything else that has not been considered. ",9,1,9,1,19,5,1,1,60,80,4
403,1,3,3,1,9,The use of AI can save time by giving clarity on the background/current state of a patient. AI programmes are strict and do not have room for ambiguous interpretation so the data can be trusted.,9,The AI has access to all the patients data and using programmed calculations will make a recommendation on prioritisation of the patient. This will then be fed to the consultant by the Ai for the consultant to make a final decision.,10,"AI looks at strict parameters and data and cannot discriminate against a patient, providing a level playing field. ",10,"Trust should be placed in the AI system to do exactly what it has been programmed to do, any concern should be placed with the programming team, not the software.",4,2,7,9,29,5,1,7,30,10,6
153,2,2,6,1,5,There has to be a human element - an AI can act as an actuary but local human knowledge will always need to be factored in. ,2,There hasn't really been enough detail given. ,5,"The assumption would be that because it makes decisions based on - I assume - statistical analysis, that it is de facto ""fair"". ",5,"Yes, but I would want them to be reviewed. ",5,5,5,2,40,6,1,4,40,2,2
